Title,Authors,Publication date,Keywords,Abstract,Highlights,Url,Doi
Non-targeted screening methodology to characterise human internal chemical exposure: application to halogenated compounds in human milk.,"Pourchet M, Narduzzi L, Jean A, Guiffard I, Bichon E, Cariou R, Guitton Y, Hutinet S, Vlaanderen J, Meijer J, Le Bizec B, Antignac JP. ",2020-12,Non-targeted screening;Human milk;Human biomonitoring;Internal chemical exposure;HRMS;HBM4EU,"Suspect and non-targeted screening approaches are a matter of increasing interest notably with regard to the Exposome contextual framework, but their application to human samples still remains limited at this date. The aim of the present study was to develop a non-targeted workflow from sample preparation to data processing and method assessment to characterise the human internal chemical exposure at early life stage. The method was focused on human milk to investigate mother and newborn exposure to known organic contaminants and to extend the characterisation to unknown compounds. We specifically focused on halogenated biomarkers of exposure due to persistence and potential toxicological impact reasons. The newly developed approach was based on a simple and fast sample preparation followed by a comprehensive analysis by both liquid and gas phase chromatography coupled to high resolution mass spectrometry. Critical steps of the non-targeted workflow as the method assessment have been addressed with a reference mix of 30 chlorinated and brominated contaminants encompassing various substances groups and a statistical approach. Data processing until the identification of biomarkers of exposure was possible with homemade bioinformatics tools. On the other hand, the method was validated by the identification of historical chemicals as hexachlorobenzene and p,p’-DDE and emerging chemical as 4-hydroxychlorothalonil. This approach opens the door to further extensions and consolidations to offer new capabilities for exposomics and environmental health research.","Non-targeted screening workflow development and assessment.

LC- and GC-HRMS complementarity with dedicated data processing.

Human milk investigation to support the European project HBM4EU.

Identification of historical and emerging contaminants by NTS approach.",https://www.sciencedirect.com/science/article/abs/pii/S0039914020312704?via%3Dihub,https://doi.org/10.1016/j.talanta.2020.121979
"Biomarkers, matrices and analytical methods targeting human exposure to chemicals selected for a European human biomonitoring initiative","Katrin Vorkamp, Argelia Castaño, Jean-Philippe Antignac, Luis D. Boadad, Enrique Cequiere, Adrian Covaci, Marta Esteban López, Line S. Haug, Monika Kasper-Sonnenberg, Holger M. Koch, Octavio Pérez Luzardo, Agnese Osīte, Loïc Rambaud, Maria-Teresa Pinorini, Gabriele Sabbioni, Cathrine Thomsen",2020-11,Bisphenols; Flame retardants; HBM4EU; Metals; Per- and polyfluoroalkyl substances; Phthalates,"The major purpose of human biomonitoring is the mapping and assessment of human exposure to chemicals. The European initiative HBM4EU has prioritized seven substance groups and two metals relevant for human exposure: Phthalates and substitutes (1,2-cyclohexane dicarboxylic acid diisononyl ester, DINCH), bisphenols, per- and polyfluoroalkyl substances (PFASs), halogenated and organophosphorous flame retardants (HFRs and OPFRs), polycyclic aromatic hydrocarbons (PAHs), arylamines, cadmium and chromium. As a first step towards comparable European-wide data, the most suitable biomarkers, human matrices and analytical methods for each substance group or metal were selected from the scientific literature, based on a set of selection criteria. The biomarkers included parent compounds of PFASs and HFRs in serum, of bisphenols and arylamines in urine, metabolites of phthalates, DINCH, OPFRs and PAHs in urine as well as metals in blood and urine, with a preference to measure Cr in erythrocytes representing Cr (VI) exposure. High performance liquid chromatography-tandem mass spectrometry (LC-MS/MS) was the method of choice for bisphenols, PFASs, the HFR hexabromocyclododecane (HBCDD), phenolic HFRs as well as the metabolites of phthalates, DINCH, OPFRs and PAHs in urine. Gas chromatographic (GC) methods were selected for the remaining compounds, e.g. GC-low resolution MS with electron capture negative ionization (ECNI) for HFRs. Both GC–MS and LC-MS/MS were suitable for arylamines. New developments towards increased applications of GC–MS/MS may offer alternatives to GC–MS or LC-MS/MS approaches, e.g. for bisphenols. The metals were best determined by inductively coupled plasma (ICP)-MS, with the particular challenge of avoiding interferences in the Cd determination in urine. The evaluation process revealed research needs towards higher sensitivity and non-invasive sampling as well as a need for more stringent quality assurance/quality control applications and assessments.","The EU Horizon 2020 project HBM4EU targets seven substance groups and two metals.

Best suitable exposure biomarkers, matrices and analytical methods were suggested.

The selection was based on generally applicable criteria, e.g. method sensitivity.

Some conflicts were identified between the criteria and common exposure biomarkers.

Stringent quality assurance and control measures should be included and reported.",https://www.sciencedirect.com/science/article/pii/S0160412020320377?via%3Dihub,https://doi.org/10.1016/j.envint.2020.106082
Estimating human exposure to pyrethroids' mixtures from biomonitoring data using physiologically based pharmacokinetic modeling.,Paul Quindroit; Amélie Crépet; Céline Brochot,2020-10,,"Human biomonitoring data provide evidence to exposure of environmental chemicals. Physiologically based pharmacokinetic (PBPK) modelling together with an adequate exposure scenario allows to transpose measured concentrations of chemicals or their metabolites into exposure levels, as daily intakes. In France, high levels of urinary pyrethroids metabolites have been measured in populations. Our work aims at estimating the exposure of the French ENNS cohort to mixtures of four pyrethroids (deltamethrin, permethrin, cypermethrin, and cyfluthrin) from the urinary concentrations of five pyrethroids' metabolites commonly measured in biomonitoring studies. We developed a modelling approach based on a global toxicokinetic model that accounts for the cumulative exposure to pyrethroids as some of the metabolites can be shared by several parent compounds and for human inter-individual variability in metabolism. The median of the individual daily intakes was estimated to 8.1 ng/kg bw/day for permethrin, 17.7 ng/kg bw/day for cypermethrin, 20.4 ng/kg bw/day for cyfluthrin and 34.3 ng/kg bw/day for deltamethrin leading to similar weights for the pair permethrin and cypermethrin (36%), cyfluthrin (31%) and deltamethrin (33%) to the cumulative exposure. Accounting for human variability enabled to explain some of the variations in the metabolites' levels within the cohort. The cumulative exposure was then weighted by their toxicities towards three neurotoxic effects to calculate margins of exposure (MOE). Low MOE values were always associated with high measured concentrations of metabolites in urine and the lowest MOEs were observed for the autonomic division. No risks associated with reconstructed mixtures of pyrethroids were expected for the ENNS cohort. Our approach is an asset to analyse the biomarkers of exposure to pyrethroids simultaneously and could be easily adapted to any local or national specificities in pyrethroids’ exposure or populations.",,https://www.sciencedirect.com/science/article/abs/pii/S0013935120311786?via%3Dihub,https://doi.org/10.1016/j.envres.2020.110281
Exposure to Perflouroalkyl acids and foetal and maternal thyroid status: a review,"Sophie A. H. Boesen, Manhai Long, Maria Wielsøe, Vicente Mustieles, Mariana F. Fernandez, Eva C. Bonefeld-Jørgensen",2020-10,"Perfluorinated-alkyl-acids, PFAAs, Thyroid hormones, TSH, Maternal, Infant, Mother-child-health, Human biomonitoring, HBM4EU","Background: Exposure to perfluorinated-alkyl-acids (PFAAs) is ubiquitous. PFAAs are hormone-disrupting compounds that are strongly suspected to affect mother-child-health such as fetal growth. Thyroid disruption is a plausible mechanism of action. We aim to summarize the epidemiological evidence for the relation between prenatal and postnatal exposure to PFAAs and disruption of thyroid homeostasis in mothers and/or infants. Method: Fifteen original publications on PFAAs concentrations and thyroid hormones (TH) in pregnant women and/or infants were found upon a literature search in the PubMed database. Information on exposure to seven PFAAs congeners [Perfluorooctane sulfonate (PFOS), Perfluorooctanoate (PFOA), Perfluorohexane sulfonate (PFHxS), Perfluorononanoic acid (PFNA), Perfluorodecanoic acid (PFDA), Perfluoroundecanoic acid (PFUnA), and Perfluorododecanoic acid (PFDoA)] and thyroid stimulating hormone (TSH), free and total thyroxine (FT4 and TT4), free and total triiodothyronine (FT3 and TT3), T3RU (Free triiodothyronine resin uptake) and FT4-index (FT4I) levels were recorded. We evaluated sampling of maternal TH by trimester, and infant TH by sex stratification. Reported associations between mother or infant PFAAs and TH were not uniformly assessed in the selected studies. Results: Ten out of the fifteen studies examined maternal PFAAs concentration and TSH level. Seven studies showed significant associations between TSH and exposure to six PFAAs congeners, most of them were positive. Maternal T4 and T3 were investigated in nine studies and five studies found inverse associations between exposure to six PFAAs congeners and TH (TT3, TT4, FT3, FT4 and FT4I) levels. Eight of the fifteen studies investigated PFAAs concentrations and infant TSH. Infant TSH level was significantly affected in four studies, positively in three studies. Nine studies investigated infant T4 and T3 and seven studies found significant associations with PFAAs exposure. However, both inverse and positive significant associations with infant TH were found eliciting no clear direction. Conclusion: Results indicate a mainly positive relationship between maternal PFAAs concentrations and TSH levels, and suggestion of an inverse association with T4 and/or T3 levels. Associations of infant TH with PFAAs concentration were less consistent.",,https://link.springer.com/epdf/10.1186/s12940-020-00647-1?sharing_token=wgoaemcLb4W3BjKIuUhEn2_BpE1tBhCbnbw3BuzI2RNARfAMB7jOSGhmDC3JpgLuMAwv58oCh3hmaxHOFcRVCof22QfuDJXAX9pe9eTcAJVfgYINy9zylvABAX7uhs0qQvHubkXVWjMPHrxI5IMcObg9nUs2bx_T_Ltg2y6bHlY%3D,https://doi.org/10.1186/s12940-020-00647-1
Receptor-based in vitro activities to assess human exposure to chemical mixtures and related health impacts,"Anne Marie Vinggaard, Eva Cecilie Bonefeld-Jørgensen, Tina Kold Jensen, Mariana F. Fernandez, Anna Kjerstine Rosenmai, Camilla Taxvig, Andrea Rodriguez-Carrillo, Maria Wielsøe, Manhai Long, Nicolas Olea, Jean-Philippe Antignac, Timo Hamers, Marja Lamoree ",2020-10,In vitro assays; Biomarker; Effect-directed analysis; Human diseases; Human health; Mixtures,"Humans are exposed to a large number of chemicals from sources such as the environment, food, and consumer products. There is growing concern that human exposure to chemical mixtures, especially during critical periods of development, increases the risk of adverse health effects in newborns or later in life. Historically, the one-chemical-at-a-time approach has been applied both for exposure assessment and hazard characterisation, leading to insufficient knowledge about human health effects caused by exposure to mixtures of chemicals that have the same target. To circumvent this challenge researchers can apply in vitro assays to analyse both exposure to and human health effects of chemical mixtures in biological samples. The advantages of using in vitro assays are: (i) that an integrated effect is measured, taking combined mixture effects into account and (ii) that in vitro assays can reduce complexity in identification of Chemicals of Emerging Concern (CECs) in human tissues.

We have reviewed the state-of-the-art on the use of receptor-based in vitro assays to assess human exposure to chemical mixtures and related health impacts. A total of 43 studies were identified, in which endpoints for the arylhydrocarbon receptor (AhR), the estrogen receptor (ER), and the androgen receptor (AR) were used. The majority of studies reported biological activities that could be associated with breast cancer incidence, male reproductive health effects, developmental toxicities, human demographic characteristics or lifestyle factors such as dietary patterns. A few studies used the bioactivities to check the coverage of the chemical analyses of the human samples, whereas in vitro assays have so far not regularly been used for identifying CECs in human samples, but rather in environmental matrices or food packaging materials.

A huge field of novel applications using receptor-based in vitro assays for mixture toxicity assessment on human samples and effect-directed analysis (EDA) using high resolution mass spectrometry (HRMS) for identification of toxic compounds waits for exploration. In the future this could lead to a paradigm shift in the way we unravel adverse human health effects caused by chemical mixtures.","Human exposure to chemical cocktails demands new technologies to assess this combined exposure.

Receptor-based in vitro assays can be used as biomarkers of effect in human tissue.

In vitro biomarkers of effect take mixture effects of chemicals into account.

AhR, ER and AR activities have been linked to various disease outcomes in humans.

The potential of true effect-directed analysis on human tissues remains to be explored.",https://www.sciencedirect.com/science/article/pii/S0160412020321462?via%3Dihub,https://doi.org/10.1016/j.envint.2020.106191
Learning from previous work and finding synergies in the domains of public and environmental health: EU-funded projects BRIDGE Health and HBM4EU,"Madlen David, Gerda Schwedler, Lena Reiber, Hanna Tolonen, Anna-Maria Andersson, Marta Esteban López, Anke Joas, Miriam Schöpel, Alexandra Polcher, Marike Kolossa-Gehring",2020-09,"Human biomonitoring; HBM; Environmental health
Health information; HI; Health examination surveys
HES; HBM4EU; BRIDGE health; European projects;
Public health; Indicators; Data repositories","Background
During the last decade, the European Union initiated several projects in the domains of public and environmental health. Within this framework, BRIDGE Health (Bridging Information and Data Generation for Evidence-based Health policy and Research) and HBM4EU (European human biomonitoring initiative) have been implemented. Whereas, the focus of BRIDGE Health was towards a sustainable and integrated health information system (HIS), the aim of HBM4EU is to improve evidence of the internal exposure of European citizens to environmental chemicals by human biomonitoring (HBM) and the impact of internal exposure on health. As both, environmental and public health determinants are important for health promotion, disease prevention and policy, BRIDGE Health and HBM4EU have overlapping aims and outcomes. In order to improve health information regarding public health and environmental health issues, best use and exchange of respective networks and project results is necessary.

Methods
Both projects have implemented health information (HI) and HBM tasks in order to provide adequate environmental and public health information of the European population. Synergies of the projects were identified in the working progress and because of overlapping networks and experts a focused analysis of both projects was envisaged. This paper elaborates on the aims and outcomes of both projects and the benefit of merging and channelling research results for the use of better health information and policy making that may be of relevance for any other project in these research fields.

Results
The need for focused exchanges and collaborations between the projects were identified and benefits of exchanges were highlighted for the specific areas of indicator development, linkage of data repositories and the combination of HBM studies and health examination surveys (HES). Further recommendations for a European wide harmonisation among different tasks in the fields of public health and environmental health are being developed.

Conclusions
Lessons learned from HBM4EU and BRIDGE Health show that continuous efforts must be undertaken, also by succeeding projects, to guarantee the exchange between public health and environmental health issues. Networks covering both are essential to provide better evidence of knowledge. The experiences from BRIDGE Health and HBM4EU give a valuable input for any future activity in these domains. Avoiding overlaps and streamlining further exchange of public health and environmental health contributes to best use of research results and allows to develop new strategies and tools for improvement of health information and thus enhances people’s health and well-being.",,https://archpublichealth.biomedcentral.com/articles/10.1186/s13690-020-00460-9,https://doi.org/10.1186/s13690-020-00460-9
Human biomonitoring initiative (HBM4EU) - Strategy to derive human biomonitoring guidance values (HBM-GVs) for health risk assessment,"Petra Apel, Christophe Rousselle, Rosa Lange, Fatoumata Sissoko, Marike Kolossa-Gehring, Eva Ougier",2020-09,Human biomonitoring; Internal exposure; Body burden; Biomarker; Risk assessment; Health-based guidance values; Human biomonitoring guidance values; HBM-GV; HBM4EU,"The European Joint Program “HBM4EU” is a joint effort of 30 countries and the European Environment Agency, co-funded under the European Commission's Horizon 2020 program, for advancing and implementing human biomonitoring (HBM) on a European scale and for providing scientific evidence for chemical policy making. One important outcome will be a Europe-wide improvement and harmonization of health risk assessment following the coordinated derivation or update of health-related guidance values referring to the internal body burden. These guidance values - named HBM guidance values or HBM-GVs - can directly be compared with HBM data. They are derived within HBM4EU for priority substances identified by the HBM4EU chemicals prioritization strategy based on existing needs to answer policy relevant questions as raised by national and EU policy makers. HBM-GVs refer to both the general population and occupationally exposed adults. Reports including the detailed reasoning for the values' proposals are subjected to a consultation process within all partner countries of the consortium to reach a broad scientific consensus on the derivation approach and on the derived values. The final HBM-GVs should be applied first within the HBM4EU project, but may also be useful for regulators and risk assessors outside this project. The subsequent adoption of derived HBM-GVs at EU-level needs to be discussed and decided within the responsible EU bodies. Nevertheless, the establishment of HBM-GVs as part of HBM4EU is already a step forward in strengthening HBM-based policy efforts for public and occupational health.

The strategy for deriving HBM-GVs which is based on already existing approaches from the German HBM Commission, the French Agency for Food, Environmental and Occupational Health & Safety (ANSES) as well as from the US-based scientific consultant Summit Toxicology, the allocation of a level of confidence to the derived values, and the consultation process within the project are comprehensively described to enlighten the work accomplished under the HBM4EU initiative.","European Joint Program HBM4EU for a harmonized human biomonitoring and evaluation.

Establishment of human biomonitoring guidance values (HBM-GVs) for the general population and workers.

Direct interpretation of HBM results by HBM-GVs.

Consultation process within all partner countries of the HBM4EU consortium to reach a broad scientific consensus.

Improvement of human health risk assessment on a European scale.",https://www.sciencedirect.com/science/article/pii/S143846392030568X,https://doi.org/10.1016/j.ijheh.2020.113622
Biomonitoring as an Underused Exposure Assessment Tool in Occupational Safety and Health Context — Challenges and Way Forward,"Susana Viegas, Maryam Zare Jeddi, Nancy B. Hopf, Jos Bessems, Nicole Palmen, Karen S. Galea, Kate Jones, Peter Kujath, Radu-Corneliu Duca, Hans Verhagen, Tiina Santonen and Robert Pasanen-Kase",2020-08,biological monitoring; exposure assessment; risk assessment; occupational health; biological guidance value; biological limit value,"Recent advances in analytical chemistry have allowed a greater possibility of using quantitative approaches for measuring human exposure to chemicals. One of these approaches is biomonitoring (BM), which provides unequivocal evidence that both exposure and uptake of a chemical have taken place. BM has been a longstanding practice in occupational health for several reasons. BM integrates exposure from all routes. It can help identify unintentional and unexpected exposures and assess the effectiveness of existing risk-management measures. BM also provides relevant information to support policy development by delivering better evidence of workers’ exposure to chemical substances, even within the framework of the present regulations. Thus, BM can allow for both the evaluation of the impact of regulation and identification of further needs for new or improved regulation. However, despite all these well-recognized advantages, BM is currently an underused exposure assessment tool. This paper provides an overview of the key aspects to be considered when using BM in the context of occupational health interventions. Additionally, this paper describes the potential of BM as an exposure assessment tool, distinguishing the role of BM in exposure assessment and health surveillance and clarifies ethical and communication aspects to guarantee that general data protection regulations are followed. In addition, actions and research needs are identified (particularly with reference to the European situation), which aim to encourage the increased use of BM as an exposure assessment tool.",,https://www.mdpi.com/1660-4601/17/16/5884,https://doi.org/10.3390/ijerph17165884
Bisphenol A and its analogues: A comprehensive review to identify and prioritize effect biomarkers for human biomonitoring,"Vicente Mustieles, Shereen Cynthia D'Cruz, Stephan Couderq, Andrea Rodríguez-Carrillo, Jean-Baptiste Fini, Tim Hofer, Inger-Lise Steffensen, Hubert Dirven, Robert Barouki, Nicolás Olea, Mariana F. Fernández, Arthur David",2020-08,Bisphenol A; Bisphenol analogues; Human biomonitoring; Effect biomarker; Adverse outcome pathway,"Human biomonitoring (HBM) studies have demonstrated widespread and daily exposure to bisphenol A (BPA). Moreover, BPA structural analogues (e.g. BPS, BPF, BPAF), used as BPA replacements, are being increasingly detected in human biological matrices. BPA and some of its analogues are classified as endocrine disruptors suspected of contributing to adverse health outcomes such as altered reproduction and neurodevelopment, obesity, and metabolic disorders among other developmental and chronic impairments. One of the aims of the H2020 European Human Biomonitoring Initiative (HBM4EU) is the implementation of effect biomarkers at large scales in future HBM studies in a systematic and standardized way, in order to complement exposure data with mechanistically-based biomarkers of early adverse effects. This review aimed to identify and prioritize existing biomarkers of effect for BPA, as well as to provide relevant mechanistic and adverse outcome pathway (AOP) information in order to cover knowledge gaps and better interpret effect biomarker data. A comprehensive literature search was performed in PubMed to identify all the epidemiologic studies published in the last 10 years addressing the potential relationship between bisphenols exposure and alterations in biological parameters. A total of 5716 references were screened, out of which, 119 full-text articles were analyzed and tabulated in detail. This work provides first an overview of all epigenetics, gene transcription, oxidative stress, reproductive, glucocorticoid and thyroid hormones, metabolic and allergy/immune biomarkers previously studied. Then, promising effect biomarkers related to altered neurodevelopmental and reproductive outcomes including brain-derived neurotrophic factor (BDNF), kisspeptin (KiSS), and gene expression of nuclear receptors are prioritized, providing mechanistic insights based on in vitro, animal studies and AOP information. Finally, the potential of omics technologies for biomarker discovery and its implications for risk assessment are discussed. To the best of our knowledge, this is the first effort to comprehensively identify bisphenol-related biomarkers of effect for HBM purposes.","This review identified and prioritized existing effect biomarkers for bisphenols.

119 epidemiologic studies were selected, analyzed, tabulated and discussed.

An inventory of molecular and biochemical effect biomarkers was created.

BDNF, kisspeptin and gene expression of nuclear receptors were prioritized.

Adverse outcome pathway (AOP) data was gathered to cover knowledge gaps.",https://www.sciencedirect.com/science/article/pii/S0160412020317669?via%3Dihub,https://doi.org/10.1016/j.envint.2020.105811
Assessment of perfluoroalkyl substances in placenta by coupling salt assisted liquid-liquid extraction with dispersive liquid-liquid microextraction prior to liquid chromatography-tandem mass spectrometry,"F.Vela-Soria, J.García-Villanova, V.Mustieles, T.de Haro, J.P.Antignac, M.F.Fernandez",2020-08,Perfluoroalkyl substances; Placenta; Dispersive liquid-liquid microextraction;LC–MS/MS; HBM4EU,"The widespread use of perfluoroalkyl substances (PFAS) is resulting in a broad human exposure to these endocrine disrupting chemicals (EDCs), prompting biomonitoring research to evaluate its magnitude and impact, especially during critical windows of exposure such as fetal and perinatal periods. This study was focused on developing a method to determine 10 PFAS in placental tissue by combining salt-assisted liquid-liquid extraction with dispersive liquid-liquid microextraction and using liquid chromatography-tandem mass spectrometry. Chemometric strategies were applied to optimize the experimental parameters. The limit of quantification was 0.02 ng g−1 for all analytes, and the inter-day variability (as relative standard deviation) ranged from 7.9% to 13.8%. Recoveries ranged from 88.2% to 113.9%. The suitableness of the procedure was demonstrated by assessing the targeted compounds in 20 placenta samples. The highest concentrations were recorded for perfluorooctanoic acid and perfluorooctane sulfonate, with maximum concentrations of 0.62 and 1.02 ng g−1 and median concentrations of 0.13 and 0.53 ng g−1, respectively. Median concentrations of the other PFAS ranged from detected values to 0.08 ng g−1. This analytical procedure yields useful data on fetal exposure to PFAS.","SALLE-DLLME procedure for extraction of PFAS in placenta samples.

Use of chemometric strategies to optimize experimental parameters.

The method was applied to samples collected from 20 donors.

The proposed method provides significant improvements compared to previous methods.",https://www.sciencedirect.com/science/article/pii/S0039914020308687?via%3Dihub,https://doi.org/10.1016/j.talanta.2020.121577
Biomonitoring of occupational exposure to phthalates: A systematic review,"Nadine Fréry, Tiina Santonen, Simo P. Porras, Aleksandra Fucic, Veruscka Leso, Radia Bousoumah, Radu Corneliu Duca, Mounia El Yamani, Marike Kolossa-Gehring, Sophie Ndaw, Susana Viegas, Ivo Iavicoli",2020-07,Phthalates; Occupational exposure; Human biomonitoring; Workers,"Introduction
Phthalates, a group of ubiquitous industrial chemicals, have been widely used in occupational settings, mainly as plasticizers in a variety of applications. Occupational exposure to different phthalates has been studied in several occupational settings using human biomonitoring (HBM).

Aim
To provide a comprehensive review of the available literature on occupational exposure to phthalates assessed using HBM and to determine future data needs on the topic as part of the HBM4EU project.

Methods
A systematic search was carried out in the databases of Pubmed, Scopus, and Web of Science for articles published between 2000 and September 4, 2019 using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines. A total of 22 studies on the occupational HBM of phthalates was considered suitable for review.

Results and discussion
Among the reviewed studies, 19 (86%) focused on DEHP, an old phthalate that is now subject to authorization and planned to be restricted in the EU. Concentrations of MEHHP, one of its metabolites, varied up to 13-fold between studies and across sectors when comparing extreme geometric means, ranging from 11.6 (similar to the general populations) to 151 μg/g creatinine. Only 2 studies focused on newer phthalates such as DiNP and DPHP. Concerning the geographical distribution, 10 studies were performed in Europe (including 6 in Slovakia), 8 in Asia, and 4 in North America, but this distribution is not a good reflection of phthalate production and usage levels worldwide. Most HBM studies were performed in the context of PVC product manufacturing. Future studies should focus on: i) a more uniform approach to sampling timing to facilitate comparisons between studies; ii) newer phthalates; and iii) old phthalates in waste management or recycling.

Conclusion
Our findings highlight the lack of recent occupational HBM studies on both old and new phthalate exposure in European countries and the need for a harmonized approach. Considering the important policy actions taken in Europe regarding phthalates, it seems relevant to evaluate the impact of these actions on exposure levels and health risks for workers.",,https://www.sciencedirect.com/science/article/pii/S1438463920300316?via%3Dihub,https://doi.org/10.1016/j.ijheh.2020.113548
"Bisphenols and oxidative stress biomarkers – Associations found in human studies, evaluation of methods used, and strengths and weaknesses of the biomarkers","Inger-Lise Steffensen, Hubert Dirven, Stephan Couderq, Arthur David, Shereen Cynthia D'Cruz, Mariana F. Fernández, Vicente Mustieles, Andrea Rodríguez-Carillo, Tim Hofer",2020-05,adverse outcome pathway (AOP); analytical methods; antioxidant; bisphenol F (BPF); bisphenol S (BPS); effect biomarker; HBM4EU; 4-hydroxy-2-nonenal-mercapturic acid (HNE-MA); reactive nitrogen species (RNS); reactive oxygen species (ROS),"Bisphenols, particularly bisphenol A (4,4′-(hexafluoroisopropylidene)-diphenol) (BPA), are suspected of inducing oxidative stress in humans, which may be associated with adverse health outcomes. We investigated the associations between exposure to bisphenols and biomarkers of oxidative stress in human studies over the last 12 years (2008‒2019) related to six health endpoints and evaluated their suitability as effect biomarkers. PubMed database searches identified 27 relevant articles that were used for data extraction. In all studies, BPA exposure was reported, whereas some studies also reported other bisphenols. More than a dozen different biomarkers were measured. The most frequently measured biomarkers were 8-oxo-7,8-dihydro-2′-deoxyguanosine (8-OHdG), 8-iso-prostaglandin F2α (8-isoprostane) and malondialdehyde (MDA), which almost always were positively associated with BPA. Methodological issues were reported for MDA, mainly the need to handle samples with caution to avoid artefact formation and its measurements using a chromatographic step to distinguish it from similar aldehydes, making some of the MDA results less reliable. Urinary 8-OHdG and 8-isoprostane can be considered the most reliable biomarkers of oxidative stress associated with BPA exposure. Although none of the biomarkers are considered BPA- or organ-specific, the biomarkers can be assessed repeatedly and non-invasively in urine and could help to understand causal relationships.",,https://www.mdpi.com/1660-4601/17/10/3609,https://doi.org/10.3390/ijerph17103609
Biomonitoring of co-exposure to bisphenols by consumers of canned foodstuffs,"Neus González, Montse Marquès, Sara C. Cunha, José O. Fernandes, José L. Domingo, Martí Nadal",2020-05,BPA; Duplicate diet; Biomonitoring; Bisphenol analogues; Urine,"For non-occupationally exposed adults, dietary intake is the main route of exposure to bisphenols (BPs), with canned foodstuffs playing a key role. This study was aimed at biomonitoring bisphenol A (BPA) and 5 more BP analogues (BPB, BPE, BPF, BPAF and BPZ) in spot urine and blood samples of a cohort of adults, who followed a diet based on a high consumption of canned food. To the best of our knowledge, this is the first study aimed at assessing the co-exposure of BP analogues in food and biological samples after a two-day duplicate diet study. The estimated total dietary exposure was 0.37 and 0.045 µg/kg body weight/day, for the canned-diet and control groups, respectively. BPA was the compound with the highest concentration in urine in comparison with the values of the remaining BP analogues. A high detection rate of BPA was noted in urine for both groups, 96% for the canned-diet group and 90% for the control group, while in blood it could be only quantified in 6% of the samples. The identification of other analogues was hardly related to diet, so it could be the result of other potential exposure sources, such as personal care products (PCPs) or air inhalation. After 2 days, the excretion of BPA was considerably higher in the canned-diet group subjects than those in the control group (7.02 vs. 1.89 µg/day), confirming that diet and canned foodstuffs are the main route of exposure to BPA. Anyhow, the temporary tolerable daily intake (t-TDI) established by the EFSA was not exceeded, even by those consumers with a diet rich in canned food. Moreover, spot urine samples provided accurate information about exposure and excretion of BPA, being the 4 h, instead of 24 h, the optimal sampling interval, when the collection of spot urine samples is not possible.","Despite the strong regulation, BPA is still widespread in food materials.

Traces of some BP analogues were found, but at lower amounts than BPA.

Canned food consumption is strongly correlated with BPA exposure.

Spot urine samples provide better information than 24 h composite samples.

Urine is a better biomonitor of BP analogues than blood.",https://www.sciencedirect.com/science/article/pii/S0160412020306954?via%3Dihub,https://doi.org/10.1016/j.envint.2020.105760
"Suspect and non-targeted screening of chemicals of emerging concern for human biomonitoring, environmental health studies and support to risk assessment: From promises to challenges and harmonisation issues","Marianne Pourchet, Laurent Debrauwer, Jana Klanova, Elliott J. Price, Adrian Covaci, Noelia Caballero-Casero, Herbert Oberacher, Marja Lamoree, Annelaure Damont, François Fenaille, Jelle Vlaanderen, Jeroen Meijer, Martin Krauss, Denis Sarigiannis, Robert Barouki, Bruno Le Bizec, Jean-Philippe Antignac",2020-04,Chemical of emerging concern; Metabolites; Suspect screening; Non-targeted screening; High resolution mass spectrometry; Biomonitoring,"Large-scale suspect and non-targeted screening approaches based on high-resolution mass spectrometry (HRMS) are today available for chemical profiling and holistic characterisation of biological samples. These advanced techniques allow the simultaneous detection of a large number of chemical features, including markers of human chemical exposure. Such markers are of interest for biomonitoring, environmental health studies and support to risk assessment. Furthermore, these screening approaches have the promising capability to detect chemicals of emerging concern (CECs), document the extent of human chemical exposure, generate new research hypotheses and provide early warning support to policy. Whilst of growing importance in the environment and food safety areas, respectively, CECs remain poorly addressed in the field of human biomonitoring. This shortfall is due to several scientific and methodological reasons, including a global lack of harmonisation. In this context, the main aim of this paper is to present an overview of the basic principles, promises and challenges of suspect and non-targeted screening approaches applied to human samples as this specific field introduce major specificities compared to other fields. Focused on liquid chromatography coupled to HRMS-based data acquisition methods, this overview addresses all steps of these new analytical workflows. Beyond this general picture, the main activities carried out on this topic within the particular framework of the European Human Biomonitoring initiative (project HBM4EU, 2017–2021) are described, with an emphasis on harmonisation measures.","Chemicals of Emerging Concern (CECs) are a growing concern in HBM.

Suspect and non-targeted screening (NTS) approaches offer new capabilities for capturing CECs in human matrices.

These new approaches applied to HBM come with a number of technical and scientific issues to be addressed.

Harmonisation is required at international level to reinforce NTS methods comparability and performance assessment.",https://www.sciencedirect.com/science/article/pii/S0160412019338310,https://doi.org/10.1016/j.envint.2020.105545
