1,22-Feb-17,EEA et al,Human biomonitoring as a tool to support chemicals regulation in the European Union,24-Jan-17,2,"International Journal of Hygiene and Environmental Health.Volume 220, Issue 2, Part A, March 2017, Pages 94-97",,https://www.sciencedirect.com/science/article/pii/S1438463916303613?via%3Dihub,International Journal of Hygiene and Environmental Health,"Catherine Ganzleben, Jean-Philippe Antignac, Robert Barouki, Argelia Castaño, Ulrike Fiddicke, Jana Klánová, Erik Lebret, Nicolas Olea, Dimosthenis Sarigiannis, Greet R. Schoeters, Ovnair Sepai, Hanna Tolonen, Marike Kolossa-Gehringe",catherine.ganzleben@eea.europa.eu,access via institutional login/e-mail OR purchase PDF,,,,,,,,,
46,05-Feb-21,,"Chemical Exposure: European Citizens’ Perspectives, Trust, and Concerns on Human Biomonitoring Initiatives, Information Needs, and Scientific Results",27 JAN 2021,WP4,,,https://doi.org/10.3390/ijerph18041532,Int. J. Environ. Res. Public Health 2021,"Maria Uhl, Ricardo R. Santos, Joana Costa, Osvaldo Santos, Ana Virgolino, David S. Evans, Cora Murray, Maurice Mulcahy, Dorothy Ubong, Ovnair Sepai, Joana Lobo Vicente, Michaela Leitner, Silvia Benda-Kahri and Daniela Zanini-Freitag",maria.uhl@umweltbundesamt.at (M.U.); daniela.zanini-freitag@umweltbundesamt.at,"posted on: Facebook, Twitter ",,,,,,,,,
47,09-Mar-21,,The European Human Biomonitoring Initiative (HBM4EU): Human biomonitoring guidance values for selected phthalates and a substitute plasticizer,18 FEB 2021,WP5,,,https://doi.org/10.1016/j.ijheh.2021.113722,International Journal of Hygiene and Environmental Health,"Rosa Lange, Petra Apel, Christophe Rousselle, Sandrine Charles, Fatoumata Sissoko, Marike Kolossa-Gehring, Eva Ougier",rosa.lange@uba.de,"posted on: Facebook, Twitter ",,,,,,,,,
48,11-Mar-21,,Biomarkers of effect as determined in human biomonitoring studies on hexavalent chromium and cadmium in the period 2008-2020,5 MARCH 2021,WP14,,claudia.gundacker@meduniwien.ac.at; m.joao.silva@insa.min-saude.pt,https://doi.org/10.1016/j.envres.2021.110998,Environ Research,"Célia Ventura, Bruno Costa Gomes, Axel Oberemm, Henriqueta Louro, Pasi Huuskonen, Vicente Mustieles, Mariana F. Fernández, Sophie Ndaw, Marcel Mengelers, Mirjam Luijten, Claudia Gundacker, Maria João Silva",claudia.gundacker@meduniwien.ac.at; m.joao.silva@insa.min-saude.pt,"posted on: Facebook, Twitter ",,,,,,,,,
,23-Mar-21,,Urinary metabolites of non-persistent pesticides and serum hormones in Spanish adolescent males. ,,WP14,,,doi:10.1016/j.envres.2021.111016,Environ Res,"Freire C, Suárez B, Vela-Soria F, Castiello F, Reina-Pérez I, Andersen HR, Olea N, Fernández MF",cfreire@ugr.es; marieta@ugr.es,Marieta sent me the key research messagesin September 2021                                                                                                                                       -    publication added on website,,,,,,,,,
49,24-Mar-21,,A Suspect Screening Database for Chemicals of Emerging Concern in Exposome Research.,6 March 2021,WP16,,,. https://www.sciencedirect.com/science/article/pii/S0160412021001367,"Environment International, 2021 in press","Meijer J, Lamoree M, Hamers T, Antignac JP, Hutinet S, Debrauwer L, Covaci A, Huber C, Krauss M, Walker DI, Schymanski EL, Vermeulen R, Vlaanderen J. ",j.j.vlaanderen@uu.nl,"posted on: Facebook, Twitter Key messages? Jean-Philippe is informed",,,,,,,,,
50,10-Apr-21,,Endocrine disrupting potential of replacement flame retardants – review of current knowledge for nuclear receptors associated with reproductive outcomes,29 MARCH 2021,WP13-WP14,,,https://doi.org/10.1016/j.envint.2021.106550,"Environment International - Volume 153, August 2021, 106550","Lola Bajard, Chander K. Negi, Vicente Mustieles, Lisa Melymuk, Stéphane Jomini,  Johanna Barthelemy-Berneron, Mariana F. Fernandez, Ludek Blaha",ludek.blaha@recetox.muni.cz,"posted on: Facebook, Twitter ",,,,,,,,,
51,15-Apr-21,,Systemic PFOS and PFOA exposure and disturbed lipid homeostasis in humans: what do we know and what not?,5 FEB 2021,14-15,,, https://doi.org/10.1080/10408444.2021.1888073,Critical Reviews in Toxicology,"Styliani Fragki, Hubert Dirven,Tony Fletcher, Bettina Grasl-Kraupp, Kristine Bjerve Gützkow, Ron Hoogenboom, Sander Kersten, Birgitte Lindeman, Jochem Louisse, Ad Peijnenburg, Aldert H. Piersma, Hans M. G. Princen, Maria Uhl, Joost Westerhout, Marco J. Zeilmaker & Mirjam Luijten ",stella.fragki@rivm.nl,"posted on: Facebook, Twitter ",,,,,,,,,
52,23-Apr-21,,The European human biomonitoring platform - Design and implementation of a laboratory quality assurance/quality control (QA/QC) programme for selected priority chemicals,10 MARCH 2021,9,,,https://doi.org/10.1016/j.ijheh.2021.113740,"International Journal of Hygiene and Environmental Health - Volume 234, May 2021, 113740","Marta Esteban López, Thomas Göen, Hans Mol, Stefanie Nübler, Karin Haji-Abbas-Zarrabi, Holger  M. Koch, Monika Kasper-Sonnenberg, Darina Dvorakova, Jana Hajslova, Jean-Philippe Antignac, Vincent Vaccher, Ingrid Elbers, CathrineThomsen, Katrin Vorkamp, Susana Pedraza – Díaz, Marike Kolossa-Gehring, Argelia Castaño",castano@isciii.es; m.esteban@isciii.es,"posted on: Facebook, Twitter ",,,,,,,,,
53,23-Apr-21,,Human biomonitoring initiative (HBM4EU): Human biomonitoring guidance values (HBM-GVs) derived for bisphenol A,7 APRIL 2021,WP5,,,https://doi.org/10.1016/j.envint.2021.106563,"Environment International, Volume 154, September 2021, 106563","Eva Ougier, Florence Zeman, Jean-Philippe Antignac, Christophe Rousselle, Rosa Lange, Marike Kolossa-Gehring, Petra Apel",,"posted on: Facebook, Twitter ",,,,,,,,,
54,02-Jun-21,,Chemical prioritisation strategy in the European Human Biomonitoring Initiative (HBM4EU) – Development and results,25 MAY 2021,4,,,https://doi.org/10.1016/j.ijheh.2021.113778,International Journal of Hygiene and Environmental Health,"Eva Ougier,  Catherine Ganzleben, Pierre Lecoq,  Jos Bessems, Madlen David, Greet Schoeters, Rosa Lange, Matthieu Meslin, Maria Uhl, Marike Kolossa-Gehring, Christophe Rousselle, Joana Lobo Vicente",eva.ougier@anses.fr,"posted on: Facebook, Twitter ",,,,,,,,,
55,01-Apr-18,,Thyroid-disrupting chemicals and brain development: an update,?,14,,,https://doi.org/10.1530/EC-18-0029,in Endocrine Connections,"Bilal B Mughal, Jean-Baptiste Fini, Barbara A Demeneix",bdem@mnhn.fr,"posted on: Facebook, Twitter ",,,,,,,,,
56,18-Jun-21,,Reproductive Health Risks Associated with Occupational and Environmental Exposure to Pesticides,14-Jun-21,WP13,,, https://www.mdpi.com/1660-4601/18/12/6576,International Journal of Environmental Research and Public Health,"Aleksandra Fucic, Radu C. Duca, Karen S. Galea, Tihana Maric, Kelly Garcia, Michael S. Bloom, Helle R. Andersen and John E. Vena",afucic@imi.hr,"posted on: Facebook, Twitter ",,,,,,,,,
57,23-Jun-21,,Concentrations of perfluoroalkyl substances in donor breast milk in Southern Spain and their potential determinants,14-Jun-21,wp14,,,https://doi.org/10.1016/j.ijheh.2021.113796,Int J Hyg Environ Health,"Serrano L, Iribarne-Durán LM, Suárez B, Artacho-Cordón F, Vela-Soria F, Peña- Caballero M, Hurtado JA, Olea N, Fernández MF, Freire C",cfreire@ugr.es; marieta@ugr.es,Marieta sent emt he key research messages in September 2021                                                       -    publication added on website,,,,,,,,,
,10-Mar-21,,Challenges to Evidence Synthesis and Identification of Data Gaps in Human Biomonitoring,07-Mar-21,7,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8000824/,Int J Environ Res Public Health.,"Ana Virgolino, Osvaldo Santos, Joana Costa, Mónica Fialho, Ivo Iavicoli, Tiina Santonen, Hanna Tolonen, Evangelia Samoli , Klea Katsouyanni, Georgios Baltatzis, Flavia Ruggieri, Annalisa Abballe, Ida Petrovi?cová, Branislav Kolena, Miroslava Šidlovská, Carla Ancona, Ivan Eržen, Ovnair Sepai, Argelia Castaño, Marike Kolossa-Gehring  Ulrike Fiddicke",avirgolino@medicina.ulisboa.pt,,,,,,,,,,
,26-Aug-21,,"HBM4EU combines and harmonises human biomonitoring data across the EU, building on existing capacity – The HBM4EU survey",14-Jul-21,8,,,https://www.sciencedirect.com/science/article/pii/S1438463921001243,International Journal of Hygiene and Environmental Health ,"Liese Gilles, Eva Govarts, Loïc Rambaud, Nina Vogel, Argelia Castaño, Marta Esteban López, Laura Rodriguez Martin, Gudrun Koppen, Sylvie Remy, Martine Vrijheid, Parisa Montazeri, Laura Birks, Ovnair Sepai, Lorraine Stewart, Ulrike Fiddicke, Ilse Loots, Lisbeth E. Knudsen, Marike Kolossa-Gehring, Greet Schoeters",liese.gilles@vito.be,,,,,,,,,,
,01-Sep-21,,BDNF as a potential mediator between childhood BPA exposure and behavioral function in adolescent boys from the INMA-Granada cohort missing in the website,25-Aug-21,14,,,https://www.sciencedirect.com/science/article/pii/S0048969721050890,Science of The Total Environment,"Vicente Mustieles, Andrea Rodríguez-Carrillo, Fernando Vela-Soria, Shereen Cynthia D'Cruz, Arthur David, Fatima Smagulova, Antonio Mundo-López, Alicia Olivas-Martínez, Iris Reina-Pérez, Nicolás Olea, Carmen Freire, Juan P. Arrebolam, Mariana F. Fernández ","vmustieles@ugr.es (V. Mustieles), fervs@ugr.es (F. Vela-Soria), marieta@ugr.es (M.F. Fernández).",,,,,,,,,,
,04-Sep-21,04-Sep-21,NOn-targeted screening methodology to characterise human internal chemical exposure: application to halogenated compounds in human milk.,26-Aug-21,8,wp8,,10.1016/j.envres.2021.111984,Environmental Research,"Tiina Santonen, Simo P. Porras, Beatrice Bocca, Radia Bousoumah, Radu Corneliu Duca, Karen S. Galea, Lode Godderis, Thomas Göen, Emilie Hardy, Ivo Iavicoli, Beata Janasik, Kate Jones, Elizabeth Leese, Veruscka Leso, Henriqueta Louro, Nicole Majery, Sophie Ndaw, Hermínia Pinhal, Flavia Ruggieri, Maria J. Silva, An van Nieuwenhuyse, Jelle Verdonck, Susana Viegas, Wojciech Wasowicz, Ovnair Sepai, Paul T. J. Scheepers, HBM4EU chromates study team",tiina.santonen@ttl.fi,,,,,,,,,,
,05-Apr-21,,"Biomonitoring of occupational exposure to bisphenol A, bisphenol S and bisphenol F: a systematic review",29-Mar-21,8,,,https://www.sciencedirect.com/science/article/pii/S0048969721019756,Science of The Total Environment,"Radia Bousoumah, Veruscka Leso, Ivo Iavicoli, Pasi Huuskonen, Susana Viegas, Simo P. Porras, Tiina Santonen, Nadine Frery, Alain Robert, Sophie Ndaw",radia.bousoumah@inrs.fr,nned to contat her. She doesn’t know anythign about the key research messages.,,,,,,,,,
,25-Sep-21,,A human biomonitoring (HBM) Global Registry Framework: Further advancement of HBM research following the FAIR principles,25-Aug-21,4 and 5 ,,,A human biomonitoring (HBM) Global Registry Framework: Further advancement of HBM research following the FAIR principles - ScienceDirect,International Journal of Hygiene and Environmental Health,"Maryam Zare Jeddi, Ana Virgolino, Peter Fantke, Nancy B. Hopf, Karen S. Galea, Sylvie Remy, Susana Viegas, Vicente Mustieles, Mariana F. Fernandez, Natalie von Goetz, Joana Lobo Vicente, Jaroslav Slobodnik, Loïc Rambaud, Sébastien Denys,  Annie St-Amand,  Shoji F. Nakayama,  Tiina Santonen,  Robert Barouki, Robert Pasanen-Kase, Hans G.J.Mol,  Theo Vermeire,  Kate Jones ,  Maria João Silva, Henriqueta Louro, Hilko van der Voet, Radu-Corneliu Duca, Hans Verhagen, Cristina Canova,  Jacob van Klaveren, Marike Kolossa-Gehring, Jos Bessems",maryam.zare.jeddi@rivm.nl,"not posted on social media. This is not a DM publication, no research messages are needed!",,,,,,,,,
,23-Jun-21,,Improving the Screening Analysis of Pesticide Metabolites in Human Biomonitoring by Combining High-Throughput In Vitro Incubation and Automated LC–HRMS Data Processing,08-Jun-21,16,,,https://pubs.acs.org/doi/10.1021/acs.analchem.1c00972,Analytical chemistry ?,"Carolin Huber, Erik Müller, Tobias Schulze, Werner Brack, and Martin Krauss",,,,,,,,,,,
,25-Jan-21,,A Towards harmonized criteria in Quality Assurance and Quality Control of suspect and non-target LC-HRMS analytical workflows for screening of emerging contaminants in human biomonitoring,?,16,,,https://doi.org/10.1016/j.trac.2021.116201,Trac Trends in Analytical Chemistry 2021;136:116201,"Caballero-Casero N, Belova L, Vervliet P, Oberacher H, Huber C, Krauss M, Klanova J, Debrauwer L, Antignac JP, van Nuijs ALN, Covaci A",,,,,,,,,,,
,13-Oct-21,,"Lead (Pb) and neurodevelopment: A review on exposure and biomarkers of effect (BDNF, HDL) and susceptibility (SCIENCE DIGEST october) missing on the website",01-Oct-21,14,,,https://doi.org/10.1016/j.ijheh.2021.113855,International Journal of Hygiene and Environmental Health,"Claudia Gundacker, Martin Forsthuber, Tamás Szigeti, Réka Kakucs, Vicente Mustieles, Mariana F. Fernandez, Elizabeth Bengtsen, Ulla Vogel, Karin Sørig Hougaard, Anne Thoustrup Saber",,not posted on social media Missing on the website,,,,,,,,,
,28-Oct-21,,"Exploring the relationship between metal exposure, BDNF, and behavior in adolescent males (Science Digest October) missing on the website",22-Oct-21,14,,,https://doi.org/10.1016/j.ijheh.2021.113877,International Journal of Hygiene and Environmental Health,"Andrea Rodríguez-Carrillo, Vicente Mustieles, Shereen Cynthia D'Cruz, Louis Legoff, Fernando Gil, Pablo Olmedo, IrisReina-Pérez, Antonio Mundo, Marina Molina, Fatima Smagulova, Arthur David, Carmen Freire, Mariana F. Fernández",,not posted on social media Missing on the website,,,,,,,,,
,30-Oct-21,,AOP-helpFinder webserver: a tool for comprehensive analysis of the literature to support adverse outcome pathways development (Science Digest November) missing on the website,27-Oct-21,13,,,https://doi.org/10.1093/bioinformatics/btab750,"Bioinformatics, btab750","Florence Jornod, Thomas Jaylet, Ludek Blaha, Denis Sarigiannis, Luc Tamisier, Karine Audouze",,not posted on social media/ Missing on the website,,,,,,,,,
,10-Dec-21,,Metabolic Syndrome and Endocrine Disrupting Chemicals: An Overview of Exposure and Health Effects,09-Dec-21,,,,https://doi.org/10.3390/ijerph182413047,Int. J. Environ. Res. Public Health,"Elsi Haverinen, Mariana F. Fernandez,Vicente Mustieles and Hanna Tolonen",,"Hopefully the correct ones - Catherine - 2 publications from Science Digest December missing here, but they are on the website - could you please incude them here?",,,,,,,,,
,11-Nov-21,,Environmental Substances Associated with Alzheimer’s Disease—A Scoping Review,06-Nov-21,,,,https://doi.org/10.3390/ijerph182211839,Int. J. Environ. Res. Public Health,"Hanna Maria Elonheimo, Helle Raun Andersen, Andromachi Katsonouri and Hanna Tolonen",,"Hopefully the correct ones - Catherine - 2 publications from Science Digest December missing here, but they are on the website - could you please incude them here?",,,,,,,,,
,05-Oct-21,,"Human Biomonitoring Guidance Values (HBM-GVs) derived for the aprotic solvents N-methyl-2-pyrrolidone (NMP) and N-ethyl-2-pyrrolidone (NEP) (from october, this needs to be added) that was missing here and also missing on the website",02-Oct-21,,,,https://doi.org/10.1016/j.ijheh.2021.113856,International Journal of Hygiene and Environmental Health,"Madlen David, Antje Gerofke, Rosa Lange, Marike Kolossa-Gehring, Petra Apel",,,,,,,,,,,
,04-Sep-21,,"HBM4EU chromates study - Overall results and recommendations
for the biomonitoring of occupational exposure to hexavalent chromium (catherine, couldn’t find it in this excel and in the website neither) - please complete also here",26-Aug-21,,,,https://www.sciencedirect.com/science/article/pii/S0013935121012792,Environmental Research,"TiinaSantonen, Simo P. Porras, Beatrice Bocca, Radia Bousoumah, Radu Corneliu Duca, Karen S. Galea, Lode Godderis, Thomas Göen, Emilie Hardy, Ivo Iavicoli, Beata Janasik, Kate Jones. Elizabeth Leese, Veruscka Leso, Henriqueta Louro, Nicole Majery, Sophie Ndaw, Hermínia Pinhal, Flavia Ruggieri, Maria J. Silva, An van Nieuwenhuyse, Jelle Verdonck, Susana Viegas, Wojciech Wasowicz, Ovnair Sepai, Paul T.J. Scheepers.","HBM4EU chromates study team: Kukka Aimonen, Guillaume Antoine, Rob Anzion, Manuella Burgart, Argelia Castaño, Andrea Cattaneo, Domenico Maria Cavallo, Giuseppe De Palma, Flavien Denis, Angela Gambelunghe, Bruno Gomes, Ogier Hanser, Riikka Helenius, Carina Ladeira, Marta  Esteban López, Piero Lovreglio, Philippe Marsan, Mathieu Melczer, Ana Nogueira, Elisabeta Pletea, Katrien Poels, Jouko Remes, Edna Ribeiro, Sílvia Reis Santos, Françoise Schaefers, Sally Spankie, Robert Spoek, Mohamed Rizki, Davy Rousset, Maurice van Dael, Henna Veijalainen",,,,,,,,,,
,13-Apr-21,,"Burden of osteoporosis and costs associated with human biomonitored cadmium exposure in three European countries: France, Spain and Belgium (please complete) also needs to be uploaded on the website",24-Mar-21,WP5,,,https://pubmed.ncbi.nlm.nih.gov/33862487/,International Journal of Hygiene and Environmental Health,"Eva Ougier, Karine Fiore, Christophe Rousselle, Ricardo Assunção, Carla Martins, Jurgen Buekers",,,,,,,,,,,
,20-Jul-21,,"Interlaboratory comparison investigations (ICIs) and external quality assurance schemes (EQUASs) for flame retardant analysis in biological matrices: Results from the HBM4EU project ( catherine, I couldn’t not find it here or on the website)",13-Jul-21,,,,https://doi.org/10.1016/j.envres.2021.111705,Environmental Research,"Darina Dvorakova, Jana Pulkrabova, Tomas Gramblicka, Andrea Polachova, Martina Buresova, Marta Esteban López, Argelia Castaño, Stefanie Nübler, Karin Haji-Abbas-Zarrabi, Nadine Klausner, Thomas Göen, Hans Mol, Holger M Koch, Vincent Vaccher, Jean-Philippe Antignac, Line Småstuen Haug, Katrin Vorkamp, Jana Hajslova",,,,,,,,,,,
,10-Mar-21,,"""Interlaboratory Comparison Investigations (ICI) and External Quality Assurance Schemes (EQUAS) for Cadmium in urine and blood: results from the HBM4EU project"" (it was not here and not on the website)",14-Nov-20,WP9,9,,https://www.sciencedirect.com/science/article/pii/S1438463921000249,International Journal of Hygiene and Environmental Health,"Stefanie Nübler, Marta Esteban López, Argelia Castaño, Hans Mol, Moritz Schäfer, Karin Haji-Abbas-Zarrabi, Daniel Bury, Holger M. Koch, Vincent Vaccher, Jean-Philippe Antignac, Darina Dvorakova, Jana Hajslova, Cathrine Thomsen, Katrin Vorkamp, Thomas Göen",,,,,,,,,,,
,06-Nov-19,,"Statement on advancing the assessment of chemical mixtures and their risks for human health and the environment (its on the website, but could not find it in the excel) - now updated/crb",13-Oct-19,,,,https://doi.org/10.1016/j.envint.2019.105267,Environment International,"Elina Drakvik, Rolf Altenburger, Yasunobu Aoki, Thomas Backhaus, Tina Bahadori, Robert Barouki, Werner Brack, Mark T.D. Cronin, Barbara Demeneix, Susanne Hougaard Bennekou, Jacob van Klaveren, Carsten Kneuer, Marike Kolossa-Gehring, Erik Lebret, Leo Posthuma, Lena Reiber, Cynthia Rider, Joëlle Rüegg, Giuseppe Testa, Bart van der Burg, Hilko van der Voet, A. Michael Warhurst, Bob van de Water, Kunihiko Yamazaki, Mattias Öberg, Åke Bergman",,,,,,,,,,,
,05-Oct-20,,Estimating human exposure to pyrethroids' mixtures from biomonitoring data using physiologically based pharmacokinetic modeling.,29-Sep-20,,,,10.1016/j.envres.2020.110281,Environmental Research,Paul Quindroit; Amélie Crépet; Céline Brochot,,,,,,,,,,,
,31-Dec-21,,The questionnaire design process in the European Human Biomonitoring Initiative (HBM4EU),26-Dec-21,,,,10.1016/j.envint.2021.107071,Environment International,"Beatriz Gonzalez-Alzaga, Antonio F. Hernandez, L. Kim Pack, Ivo Iavicoli, Hanna Tolonen, Tiina Santonen, Marco Vinceti, Tommaso Filippini, Hanns Moshammer, Nicole Probst-Hensch, Marike Kolossa-Gehring, Marina Lacasana",,,,,,,,,,,
,09-Dec-21,,HBM4EU Occupational Biomonitoring Study on e-Waste—Study Protocol,01-Dec-21,,,,10.3390/ijerph182412987,International Journal of Environmental Research and Public Health,"Paul T. J. Scheepers, Radu Corneliu Duca, Karen S. Galea, Lode Godderis, Emilie Hardy, Lisbeth E. Knudsen, Elizabeth Leese, Henriqueta Louro, Selma Mahiout, Sophie Ndaw, Katrien Poels, Simo P. Porras, Maria J. Silva, Ana Maria Tavares, Jelle Verdonck, Susana Viegas, Tiina Santonen, HBM4EU e-Waste Study Team",,,,,,,,,,,
,10-Feb-21,,Network Analysis to Identify Communities Among Multiple Exposure Biomarkers Measured at Birth in Three Flemish General Population Samples,15-Jan-21,,,,10.3389/fpubh.2021.590038,Frontiers in Public Health,"Ilse Ottenbros, Eva Govarts, Erik Lebret, Roel Vermeulen, Greet Schoeters, Jelle Vlaanderen",,,,,,,,,,,
,06-Feb-20,,Time course of phthalate cumulative risks to male developmental health over a 27-year period: Biomonitoring samples of the German Environmental Specimen Bank,03-Jan-20,,,,10.1016/j.envint.2020.105467,Environment International,"Petra Apel, Andreas Kortenkamp, Holger M. Koch, Nina Vogel, Maria Rüther, Monika Kasper-Sonnenberg, Andre Conrad, Thomas Brüning, Marike Kolossa-Gehring",,,,,,,,,,,
,19-Feb-22,,Using Human Biomonitoring Data to Support Risk Assessment of Cosmetic Ingredients—A Case Study of Benzophenone-3,16-Feb-22,WP5,,,https://doi.org/10.3390/toxics10020096, Toxics,"Christophe Rousselle, Matthieu Meslin, Tamar Berman, Marjolijn Woutersen, Wieneke Bil, Jenna Wildeman, Qasim Chaudhry",,"posted on: Facebook, Twitter ",,,,,,,,,
,01-Mar-22,,The Association between ADHD and Environmental Chemicals—A Scoping Review,22-Feb-22,WP11 ,,,https://doi.org/10.3390/ijerph19052849,International Journal of Environmental Research and Public Health,"Sonja Moore, Laura Paalanen, Lisa Melymuk, Andromachi Katsonouri, Marike Kolossa-Gehring, Hanna Tolonen",,"posted on: Facebook, Twitter ",,,,,,,,,
,25-Mar-22,,Environmental Substances Associated with Chronic Obstructive Pulmonary Disease—A Scoping Review,23-Mar-22,WP11,,,https://doi.org/10.3390/ijerph19073945,"Int. J. Environ. Res. Public Health 2022, 19, 3945","Hanna Maria Elonheimo, Tiina Mattila, Helle Raun Andersen, Beatrice Bocca, Flavia Ruggieri, Elsi Haverinen and Hanna Tolonen ",,"posted on: Facebook, Twitter ",,,,,,,,,
,19-Mar-22,,"HBM4EU Chromates Study: Determinants of Exposure to Hexavalent Chromium in Plating, Welding and Other Occupational Settings",17-Mar-22,WP8,,,https://doi.org/10.3390/ijerph19063683,"Int. J. Environ. Res. Public Health 2022, 19(6), 3683","Susana Viegas, Carla Martins, Beatrice Bocca, Radia Bousoumah, Radu Corneliu Duca, Karen S. Galea, Lode Godderis, Ivo Iavicoli, Beata Janasik, Kate Jones, Elizabeth Leese, Veruscka Leso, Sophie Ndaw, An van Nieuwenhuyse, Katrien Poels, Simo P. Porras, Flavia Ruggieri, Maria João Silva, Jelle Verdonck, Wojciech Wasowicz, Paul T. J. Scheepers, Tiina Santonen andHBM4EU Chromates Study Team",,"posted on: Facebook, Twitter ",,,,,,,,,
,29-Mar-22,,What is required to combine human biomonitoring and health surveys?,22-Mar-22,WP11,,,https://doi.org/10.1016/j.ijheh.2022.113964,Int J Hyg Environ Health. 2022 Mar 29;242:113964,"Hanna Tolonen, Sonja Moore, Dominik Lermen, Ana Virgolino, Lisbeth E Knudsen, Anna-Maria Andersson, Loïc Rambaud, Carla Ancona, Marike Kolossa-Gehring ",,"posted on: Facebook, Twitter ",,,,,,,,,
,18-Jan-22,,Critical review of analytical methods for the determination of flame retardants in human matrices,02-Jul-21,,,,https://doi.org/10.1016/j.aca.2021.338828,"Analytica Chimica Acta, Vol. 1193, 8 February 2022, 338828","Parvaneh Hajeb, Argelia Castaño, Enrique Cequier, Adrian Covaci, Marta Esteban López, Ana Gonzalez Antuña, Line Småstuen Haug, Luis Alberto Henríquez-Hernández, Lisa Melymuk, Octavio Pérez Luzardo, Cathrine Thomsen, Katrin Vorkamp",,,,,,,,,,,
,,,,,,,,,International Journal of Hygiene and Environmental Health,"Liese Gilles, Eva Govarts, Loïc Rambaud, Nina Vogel, Argelia Castaño, Marta Esteban López, Laura Rodriguez Martin, Gudrun Koppen, Sylvie Remy, Martine Vrijheid, Parisa Montazeri, Laura Birks, Ovnair Sepai, Lorraine Stewart, Ulrike Fiddicke, Ilse Loots, Lisbeth  E. Knudsen, Marike Kolossa-Gehring, Greet Schoetersj",,Not yet posted on Facebook and Twitter (8/09),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,DM sent out for MB approval. Awaiting submission to journal,,,,,,,,,,,,,,,,,,,,
,9,ISCIII,"Human biomonitoring – a review of biomarkers, matrices and analytical methods targeting human exposure to six compound groups and two heavy metals",Before summer?,9,,"Argelia, Marta, etc…",e-mails? Argelia: castano@isciii.es; Marta: m.esteban@isciii.es,,,,,,,,,,,,,
,11,UGR,Exposure to Perfluoroalkyl Acids and Thyroid homeostasis: Review on epidemiological studies,06/05/2019,14,Environmental Health. Submission by end May 19.,Marieta,,,,,,,,,,,,,,
,13,,Scientific review on occupational HBM studies on phthalates,17/10/2019,8,Journal of Toxicology and Env Health part B.,Authors? See here ->,nadine.frery@santepubliquefrance.fr,,,,,,,,,,,,,
,14,,"""AOP4pest : Mapping of pesticides into Adverse Outcome Pathways using a text mining tool""",07/01/2020,13,Bioinformatics,Ludek as WPL. Corresponding author karine.audouze@univ-paris-diderot.fr,"Summary received, but as the paper is still being reviewed, perhaps we should hold off on using it until it has. Revised version to be sent",,,,"Ludek: 48 - in progress, Karine Audouze recently reported they work on it",,,,,,,,,
,16,UBA," ""Human Biomonitoring Initiative (HBM4EU): Human Biomonitoring Guidance Values for selected phthalates and a substitute”",FEB. 2020,WP5/WPL5:,Environment International,Corresponding author: rosa.lange@uba.de ,,,,,,,,,,,,,,
,,,,,,,Corresponding author            eva.ougier@anses.fr,,,,,,,,,,,,,,
